date,name,isHoliday,holidayCategory,description
2014-01-25,,True,星期六、星期日,
2014-01-26,,True,星期六、星期日,
2014-01-30,農曆除夕,True,放假之紀念日及節日,全國各機關學校放假一日。
2014-01-31,春節,True,放假之紀念日及節日,全國各機關學校於一月三十一日至二月二日放假三日，二月一日及二月二日適逢星期六、星期日，分別於二月三日及二月四日補假一日。
2014-02-01,春節,True,放假之紀念日及節日,全國各機關學校於一月三十一日至二月二日放假三日，二月一日及二月二日適逢星期六、星期日，分別於二月三日及二月四日補假一日。
2014-02-02,春節,True,放假之紀念日及節日,全國各機關學校於一月三十一日至二月二日放假三日，二月一日及二月二日適逢星期六、星期日，分別於二月三日及二月四日補假一日。
2014-02-03,,True,補假,
2014-02-04,,True,補假,
2014-02-08,,True,星期六、星期日,
2014-02-09,,True,星期六、星期日,
2014-02-15,,True,星期六、星期日,
2014-02-16,,True,星期六、星期日,
2014-02-22,,True,星期六、星期日,
2014-02-23,,True,星期六、星期日,
2014-02-28,和平紀念日,True,放假之紀念日及節日,全國各機關學校放假一日。
2014-03-01,,True,星期六、星期日,
2014-03-02,,True,星期六、星期日,
2014-03-08,婦女節,True,紀念日及節日,適逢星期六放假一日。
2014-03-09,,True,星期六、星期日,
2014-03-15,,True,星期六、星期日,
2014-03-16,,True,星期六、星期日,
2014-03-22,,True,星期六、星期日,
2014-03-23,,True,星期六、星期日,
2014-03-29,青年節,True,紀念日及節日,適逢星期六放假一日。
2014-03-30,,True,星期六、星期日,
2014-04-04,兒童節,True,放假之紀念日及節日,全國各機關學校放假一日。
2014-04-05,民族掃墓節,True,放假之紀念日及節日,全國各機關學校放假一日。
2014-04-06,,True,星期六、星期日,
2014-04-12,,True,星期六、星期日,
2014-04-13,,True,星期六、星期日,
2014-04-19,,True,星期六、星期日,
2014-04-20,,True,星期六、星期日,
2014-04-26,,True,星期六、星期日,
2014-04-27,,True,星期六、星期日,
2014-05-03,,True,星期六、星期日,
2014-05-04,,True,星期六、星期日,
2014-05-10,,True,星期六、星期日,
2014-05-11,,True,星期六、星期日,
2014-05-17,,True,星期六、星期日,
2014-05-18,,True,星期六、星期日,
2014-05-24,,True,星期六、星期日,
2014-05-25,,True,星期六、星期日,
2014-05-31,,True,星期六、星期日,
2014-06-01,,True,星期六、星期日,
2014-06-02,端午節,True,放假之紀念日及節日,全國各機關學校放假一日。
2014-06-07,,True,星期六、星期日,
2014-06-08,,True,星期六、星期日,
2014-06-14,,True,星期六、星期日,
2014-06-15,,True,星期六、星期日,
2014-06-21,,True,星期六、星期日,
2014-06-22,,True,星期六、星期日,
2014-06-28,,True,星期六、星期日,
2014-06-29,,True,星期六、星期日,
2014-07-05,,True,星期六、星期日,
2014-07-06,,True,星期六、星期日,
2014-07-12,,True,星期六、星期日,
2014-07-13,,True,星期六、星期日,
2014-07-19,,True,星期六、星期日,
2014-07-20,,True,星期六、星期日,
2014-07-26,,True,星期六、星期日,
2014-07-27,,True,星期六、星期日,
2014-08-02,,True,星期六、星期日,
2014-08-03,,True,星期六、星期日,
2014-08-09,,True,星期六、星期日,
2014-08-10,,True,星期六、星期日,
2014-08-16,,True,星期六、星期日,
2014-08-17,,True,星期六、星期日,
2014-08-23,,True,星期六、星期日,
2014-08-24,,True,星期六、星期日,
2014-08-30,,True,星期六、星期日,
2014-08-31,,True,星期六、星期日,
2014-09-06,,True,星期六、星期日,
2014-09-07,,True,星期六、星期日,
2014-09-08,中秋節,True,放假之紀念日及節日,全國各機關學校放假一日。
2014-09-13,,True,星期六、星期日,
2014-09-14,,True,星期六、星期日,
2014-09-20,,True,星期六、星期日,
2014-09-21,,True,星期六、星期日,
2014-09-27,,True,星期六、星期日,
2014-09-28,教師節,True,紀念日及節日,適逢星期日放假一日
2014-10-04,,True,星期六、星期日,
2014-10-05,,True,星期六、星期日,
2014-10-10,國慶日,True,放假之紀念日及節日,全國各機關學校放假一日。
2014-10-11,,True,星期六、星期日,
2014-10-12,,True,星期六、星期日,
2014-10-18,,True,星期六、星期日,
2014-10-19,,True,星期六、星期日,
2014-10-25,臺灣光復節,True,紀念日及節日,適逢星期六放假一日
2014-10-26,,True,星期六、星期日,
2014-11-01,,True,星期六、星期日,
2014-11-02,,True,星期六、星期日,
2014-11-08,,True,星期六、星期日,
2014-11-09,,True,星期六、星期日,
2014-11-12,國父誕辰紀念日(中華文化復興節),False,紀念日及節日,本日照常上班。
2014-11-15,,True,星期六、星期日,
2014-11-16,,True,星期六、星期日,
2014-11-22,,True,星期六、星期日,
2014-11-23,,True,星期六、星期日,
2014-11-29,,True,星期六、星期日,
2014-11-30,,True,星期六、星期日,
2014-12-06,,True,星期六、星期日,
2014-12-07,,True,星期六、星期日,
2014-12-13,,True,星期六、星期日,
2014-12-14,,True,星期六、星期日,
2014-12-20,,True,星期六、星期日,
2014-12-21,,True,星期六、星期日,
2014-12-25,行憲紀念日,False,紀念日及節日,本日照常上班。
2014-12-27,,False,補行上班日,
2014-12-28,,True,星期六、星期日,
2015-01-01,中華民國開國紀念日,True,放假之紀念日及節日,全國各機關學校放假一日。
2015-01-02,,True,調整放假日,
2015-01-03,,True,星期六、星期日,
2015-01-04,,True,星期六、星期日,
2015-01-10,,True,星期六、星期日,
2015-01-11,,True,星期六、星期日,
2015-01-17,,True,星期六、星期日,
2015-01-18,,True,星期六、星期日,
2015-01-24,,True,星期六、星期日,
2015-01-25,,True,星期六、星期日,
2015-01-31,,True,星期六、星期日,
2015-02-01,,True,星期六、星期日,
2015-02-07,,True,星期六、星期日,
2015-02-08,,True,星期六、星期日,
2015-02-14,,True,星期六、星期日,
2015-02-15,,True,星期六、星期日,
2015-02-18,農曆除夕,True,放假之紀念日及節日,全國各機關學校放假一日。
2015-02-19,春節,True,放假之紀念日及節日,全國各機關學校於二月十九日至二月二十一日放假三日，二月二十一日適逢星期六，於二月二十三日補假一日。
2015-02-20,春節,True,放假之紀念日及節日,全國各機關學校於二月十九日至二月二十一日放假三日，二月二十一日適逢星期六，於二月二十三日補假一日。
2015-02-21,春節,True,放假之紀念日及節日,全國各機關學校於二月十九日至二月二十一日放假三日，二月二十一日適逢星期六，於二月二十三日補假一日。
2015-02-22,,True,星期六、星期日,
2015-02-23,,True,補假,
2015-02-27,,True,補假,
2015-02-28,和平紀念日,True,放假之紀念日及節日,全國各機關學校放假一日，適逢星期六，於二月二十七日補假一日。
2015-03-01,,True,星期六、星期日,
2015-03-07,,True,星期六、星期日,
2015-03-08,,True,星期六、星期日,
2015-03-14,,True,星期六、星期日,
2015-03-15,,True,星期六、星期日,
2015-03-21,,True,星期六、星期日,
2015-03-22,,True,星期六、星期日,
2015-03-28,,True,星期六、星期日,
2015-03-29,,True,星期六、星期日,
2015-04-03,,True,補假,
2015-04-04,兒童節,True,放假之紀念日及節日,全國各機關學校放假一日，適逢星期六，於四月三日補假一日。
2015-04-05,民族掃墓節（清明節）,True,放假之紀念日及節日,全國各機關學校放假一日，適逢星期日，於四月六日補假一日。
2015-04-06,,True,補假,
2015-04-11,,True,星期六、星期日,
2015-04-12,,True,星期六、星期日,
2015-04-18,,True,星期六、星期日,
2015-04-19,,True,星期六、星期日,
2015-04-25,,True,星期六、星期日,
2015-04-26,,True,星期六、星期日,
2015-05-02,,True,星期六、星期日,
2015-05-03,,True,星期六、星期日,
2015-05-09,,True,星期六、星期日,
2015-05-10,,True,星期六、星期日,
2015-05-16,,True,星期六、星期日,
2015-05-17,,True,星期六、星期日,
2015-05-23,,True,星期六、星期日,
2015-05-24,,True,星期六、星期日,
2015-05-30,,True,星期六、星期日,
2015-05-31,,True,星期六、星期日,
2015-06-06,,True,星期六、星期日,
2015-06-07,,True,星期六、星期日,
2015-06-13,,True,星期六、星期日,
2015-06-14,,True,星期六、星期日,
2015-06-19,,True,補假,
2015-06-20,端午節,True,放假之紀念日及節日,全國各機關學校放假一日，適逢星期六，於六月十九日補假一日。
2015-06-21,,True,星期六、星期日,
2015-06-27,,True,星期六、星期日,
2015-06-28,,True,星期六、星期日,
2015-07-04,,True,星期六、星期日,
2015-07-05,,True,星期六、星期日,
2015-07-11,,True,星期六、星期日,
2015-07-12,,True,星期六、星期日,
2015-07-18,,True,星期六、星期日,
2015-07-19,,True,星期六、星期日,
2015-07-25,,True,星期六、星期日,
2015-07-26,,True,星期六、星期日,
2015-08-01,,True,星期六、星期日,
2015-08-02,,True,星期六、星期日,
2015-08-08,,True,星期六、星期日,
2015-08-09,,True,星期六、星期日,
2015-08-15,,True,星期六、星期日,
2015-08-16,,True,星期六、星期日,
2015-08-22,,True,星期六、星期日,
2015-08-23,,True,星期六、星期日,
2015-08-29,,True,星期六、星期日,
2015-08-30,,True,星期六、星期日,
2015-09-05,,True,星期六、星期日,
2015-09-06,,True,星期六、星期日,
2015-09-12,,True,星期六、星期日,
2015-09-13,,True,星期六、星期日,
2015-09-19,,True,星期六、星期日,
2015-09-20,,True,星期六、星期日,
2015-09-26,,True,星期六、星期日,
2015-09-27,中秋節,True,放假之紀念日及節日,全國各機關學校放假一日，適逢星期日，於九月二十八日補假一日。
2015-09-28,,True,補假,
2015-10-03,,True,星期六、星期日,
2015-10-04,,True,星期六、星期日,
2015-10-09,,True,補假,
2015-10-10,國慶日,True,放假之紀念日及節日,全國各機關學校放假一日，適逢星期六，於十月九日補假一日。
2015-10-11,,True,星期六、星期日,
2015-10-17,,True,星期六、星期日,
2015-10-18,,True,星期六、星期日,
2015-10-24,,True,星期六、星期日,
2015-10-25,,True,星期六、星期日,
2015-10-31,,True,星期六、星期日,
2015-11-01,,True,星期六、星期日,
2015-11-07,,True,星期六、星期日,
2015-11-08,,True,星期六、星期日,
2015-10-14,,True,星期六、星期日,
2015-10-15,,True,星期六、星期日,
2015-11-21,,True,星期六、星期日,
2015-11-22,,True,星期六、星期日,
2015-11-28,,True,星期六、星期日,
2015-11-29,,True,星期六、星期日,
2015-12-05,,True,星期六、星期日,
2015-12-06,,True,星期六、星期日,
2015-12-12,,True,星期六、星期日,
2015-12-13,,True,星期六、星期日,
2015-12-19,,True,星期六、星期日,
2015-12-20,,True,星期六、星期日,
2015-12-26,,True,星期六、星期日,
2015-12-27,,True,星期六、星期日,
2016-01-01,中華民國開國紀念日,True,放假之紀念日及節日,全國各機關學校放假一日。
2016-01-02,,True,星期六、星期日,
2016-01-03,,True,星期六、星期日,
2016-01-09,,True,星期六、星期日,
2016-01-10,,True,星期六、星期日,
2016-01-16,,True,星期六、星期日,
2016-01-17,,True,星期六、星期日,
2016-01-23,,True,星期六、星期日,
2016-01-24,,True,星期六、星期日,
2016-01-30,,False,補行上班日,
2016-01-31,,True,星期六、星期日,
2016-02-06,,True,星期六、星期日,
2016-02-07,農曆除夕,True,放假之紀念日及節日,全國各機關學校放假一日，適逢星期日，於二月十一日補假一日，調整二月十二日為放假日，並於一月三十日補行上班。
2016-02-08,春節,True,放假之紀念日及節日,全國各機關學校於二月八日至二月十日放假三日。
2016-02-09,春節,True,放假之紀念日及節日,全國各機關學校於二月八日至二月十日放假三日。
2016-02-10,春節,True,放假之紀念日及節日,全國各機關學校於二月八日至二月十日放假三日。
2016-02-11,,True,補假,
2016-02-12,,True,調整放假日,
2016-02-13,,True,星期六、星期日,
2016-02-14,,True,星期六、星期日,
2016-02-20,,True,星期六、星期日,
2016-02-21,,True,星期六、星期日,
2016-02-27,,True,星期六、星期日,
2016-02-28,和平紀念日,True,放假之紀念日及節日,全國各機關學校放假一日，適逢星期日，於二月二十九日補假一日。
2016-02-29,,True,補假,
2016-03-05,,True,星期六、星期日,
2016-03-06,,True,星期六、星期日,
2016-03-12,,True,星期六、星期日,
2016-03-13,,True,星期六、星期日,
2016-03-19,,True,星期六、星期日,
2016-03-20,,True,星期六、星期日,
2016-03-26,,True,星期六、星期日,
2016-03-27,,True,星期六、星期日,
2016-04-02,,True,星期六、星期日,
2016-04-03,,True,放假之紀念日及節日,
2016-04-04,兒童節、民族掃墓節（清明節）,True,放假之紀念日及節日,全國各機關學校放假一日(兒童節與民族掃墓節同一日時，於前一日放假，並於四月五日補假一日)。
2016-04-05,,True,補假,
2016-04-09,,True,星期六、星期日,
2016-04-10,,True,星期六、星期日,
2016-04-16,,True,星期六、星期日,
2016-04-17,,True,星期六、星期日,
2016-04-23,,True,星期六、星期日,
2016-04-24,,True,星期六、星期日,
2016-04-30,,True,星期六、星期日,
2016-05-01,勞動節,True,特定節日,勞工放假一日。
2016-05-07,,True,星期六、星期日,
2016-05-08,,True,星期六、星期日,
2016-05-14,,True,星期六、星期日,
2016-05-15,,True,星期六、星期日,
2016-05-21,,True,星期六、星期日,
2016-05-22,,True,星期六、星期日,
2016-05-28,,True,星期六、星期日,
2016-05-29,,True,星期六、星期日,
2016-06-04,,False,補行上班日,
2016-06-05,,True,星期六、星期日,
2016-06-09,端午節,True,放假之紀念日及節日,全國各機關學校放假一日，適逢星期四，調整六月十日為放假日，並於六月四日補行上班一日。
2016-06-10,,True,調整放假日,
2016-06-11,,True,星期六、星期日,
2016-06-12,,True,星期六、星期日,
2016-06-18,,True,星期六、星期日,
2016-06-19,,True,星期六、星期日,
2016-06-25,,True,星期六、星期日,
2016-06-26,,True,星期六、星期日,
2016-07-02,,True,星期六、星期日,
2016-07-03,,True,星期六、星期日,
2016-07-09,,True,星期六、星期日,
2016-07-10,,True,星期六、星期日,
2016-07-16,,True,星期六、星期日,
2016-07-17,,True,星期六、星期日,
2016-07-23,,True,星期六、星期日,
2016-07-24,,True,星期六、星期日,
2016-07-30,,True,星期六、星期日,
2016-07-31,,True,星期六、星期日,
2016-08-06,,True,星期六、星期日,
2016-08-07,,True,星期六、星期日,
2016-08-13,,True,星期六、星期日,
2016-08-14,,True,星期六、星期日,
2016-08-20,,True,星期六、星期日,
2016-08-21,,True,星期六、星期日,
2016-08-27,,True,星期六、星期日,
2016-08-28,,True,星期六、星期日,
2016-09-03,軍人節,True,特定節日,軍人依國防部規定辦理。
2016-09-04,,True,星期六、星期日,
2016-09-10,,False,補行上班日,
2016-09-11,,True,星期六、星期日,
2016-09-15,中秋節,True,放假之紀念日及節日,全國各機關學校放假一日，適逢星期四，調整九月十六日為放假日，並於九月十日補行上班一日。
2016-09-16,,True,調整放假日,
2016-09-17,,True,星期六、星期日,
2016-09-18,,True,星期六、星期日,
2016-09-24,,True,星期六、星期日,
2016-09-25,,True,星期六、星期日,
2016-10-01,,True,星期六、星期日,
2016-10-02,,True,星期六、星期日,
2016-10-08,,True,星期六、星期日,
2016-10-09,,True,星期六、星期日,
2016-10-10,國慶日,True,放假之紀念日及節日,全國各機關學校放假一日。
2016-10-15,,True,星期六、星期日,
2016-10-16,,True,星期六、星期日,
2016-10-22,,True,星期六、星期日,
2016-10-23,,True,星期六、星期日,
2016-10-29,,True,星期六、星期日,
2016-10-30,,True,星期六、星期日,
2016-11-05,,True,星期六、星期日,
2016-11-06,,True,星期六、星期日,
2016-11-12,,True,星期六、星期日,
2016-11-13,,True,星期六、星期日,
2016-11-19,,True,星期六、星期日,
2016-11-20,,True,星期六、星期日,
2016-11-26,,True,星期六、星期日,
2016-11-27,,True,星期六、星期日,
2016-12-03,,True,星期六、星期日,
2016-12-04,,True,星期六、星期日,
2016-12-10,,True,星期六、星期日,
2016-12-11,,True,星期六、星期日,
2016-12-17,,True,星期六、星期日,
2016-12-18,,True,星期六、星期日,
2016-12-24,,True,星期六、星期日,
2016-12-25,,True,星期六、星期日,
2016-12-31,,True,星期六、星期日,
2017-01-01,中華民國開國紀念日,True,放假之紀念日及節日,全國各機關學校放假一日，適逢星期日，於一月二日補假一日。
2017-01-02,,True,補假,
2017-01-07,,True,星期六、星期日,
2017-01-08,,True,星期六、星期日,
2017-01-14,,True,星期六、星期日,
2017-01-15,,True,星期六、星期日,
2017-01-21,,True,星期六、星期日,
2017-01-22,,True,星期六、星期日,
2017-01-27,農曆除夕,True,放假之紀念日及節日,全國各機關學校放假一日。
2017-01-28,春節,True,放假之紀念日及節日,全國各機關學校於一月二十八日至一月三十日放假三日，其中春節初一、初二適逢星期六、日，分別於一月三十一日及二月一日補假一日。
2017-01-29,春節,True,放假之紀念日及節日,全國各機關學校於一月二十八日至一月三十日放假三日，其中春節初一、初二適逢星期六、日，分別於一月三十一日及二月一日補假一日。
2017-01-30,春節,True,放假之紀念日及節日,全國各機關學校於一月二十八日至一月三十日放假三日，其中春節初一、初二適逢星期六、日，分別於一月三十一日及二月一日補假一日。
2017-01-31,,True,補假,
2017-02-01,,True,補假,
2017-02-04,,True,星期六、星期日,
2017-02-05,,True,星期六、星期日,
2017-02-11,,True,星期六、星期日,
2017-02-12,,True,星期六、星期日,
2017-02-18,,False,補行上班日,
2017-02-19,,True,星期六、星期日,
2017-02-25,,True,星期六、星期日,
2017-02-26,,True,星期六、星期日,
2017-02-27,,True,調整放假日,
2017-02-28,和平紀念日,True,放假之紀念日及節日,全國各機關學校放假一日，適逢星期二，調整二月二十七日為放假日，並於二月十八日補行上班一日。
2017-03-04,,True,星期六、星期日,
2017-03-05,,True,星期六、星期日,
2017-03-11,,True,星期六、星期日,
2017-03-12,,True,星期六、星期日,
2017-03-18,,True,星期六、星期日,
2017-03-19,,True,星期六、星期日,
2017-03-25,,True,星期六、星期日,
2017-03-26,,True,星期六、星期日,
2017-04-01,,True,星期六、星期日,
2017-04-02,,True,星期六、星期日,
2017-04-03,,True,放假之紀念日及節日,全國各機關學校放假一日。
2017-04-04,兒童節、民族掃墓節（清明節）,True,放假之紀念日及節日,全國各機關學校放假一日(兒童節與民族掃墓節同一日時，於前一日即四月三日放假)。
2017-04-08,,True,星期六、星期日,
2017-04-09,,True,星期六、星期日,
2017-04-15,,True,星期六、星期日,
2017-04-16,,True,星期六、星期日,
2017-04-22,,True,星期六、星期日,
2017-04-23,,True,星期六、星期日,
2017-04-29,,True,星期六、星期日,
2017-04-30,,True,星期六、星期日,
2017-05-06,,True,星期六、星期日,
2017-05-07,,True,星期六、星期日,
2017-05-13,,True,星期六、星期日,
2017-05-14,,True,星期六、星期日,
2017-05-20,,True,星期六、星期日,
2017-05-21,,True,星期六、星期日,
2017-05-27,,True,星期六、星期日,
2017-05-28,,True,星期六、星期日,
2017-05-29,,True,調整放假日,
2017-05-30,端午節,True,放假之紀念日及節日,全國各機關學校放假一日，適逢星期二，調整五月二十九日為放假日，並於六月三日補行上班一日。
2017-06-03,,False,補行上班日,
2017-06-04,,True,星期六、星期日,
2017-06-10,,True,星期六、星期日,
2017-06-11,,True,星期六、星期日,
2017-06-17,,True,星期六、星期日,
2017-06-18,,True,星期六、星期日,
2017-06-24,,True,星期六、星期日,
2017-06-25,,True,星期六、星期日,
2017-07-01,,True,星期六、星期日,
2017-07-02,,True,星期六、星期日,
2017-07-08,,True,星期六、星期日,
2017-07-09,,True,星期六、星期日,
2017-07-15,,True,星期六、星期日,
2017-07-16,,True,星期六、星期日,
2017-07-22,,True,星期六、星期日,
2017-07-23,,True,星期六、星期日,
2017-07-29,,True,星期六、星期日,
2017-07-30,,True,星期六、星期日,
2017-08-05,,True,星期六、星期日,
2017-08-06,,True,星期六、星期日,
2017-08-12,,True,星期六、星期日,
2017-08-13,,True,星期六、星期日,
2017-08-19,,True,星期六、星期日,
2017-08-20,,True,星期六、星期日,
2017-08-26,,True,星期六、星期日,
2017-08-27,,True,星期六、星期日,
2017-09-02,,True,星期六、星期日,
2017-09-03,軍人節,True,特定節日,軍人依國防部規定辦理。
2017-09-09,,True,星期六、星期日,
2017-09-10,,True,星期六、星期日,
2017-09-16,,True,星期六、星期日,
2017-09-17,,True,星期六、星期日,
2017-09-23,,True,星期六、星期日,
2017-09-24,,True,星期六、星期日,
2017-09-30,,False,補行上班日,
2017-10-01,,True,星期六、星期日,
2017-10-04,中秋節,True,放假之紀念日及節日,全國各機關學校放假一日。
2017-10-07,,True,星期六、星期日,
2017-10-08,,True,星期六、星期日,
2017-10-09,,True,調整放假日,
2017-10-10,國慶日,True,放假之紀念日及節日,全國各機關學校放假一日，適逢星期二，調整十月九日為放假日，並於九月三十日補行上班一日。
2017-10-14,,True,星期六、星期日,
2017-10-15,,True,星期六、星期日,
2017-10-21,,True,星期六、星期日,
2017-10-22,,True,星期六、星期日,
2017-10-28,,True,星期六、星期日,
2017-10-29,,True,星期六、星期日,
2017-11-04,,True,星期六、星期日,
2017-11-05,,True,星期六、星期日,
2017-11-11,,True,星期六、星期日,
2017-11-12,,True,星期六、星期日,
2017-11-18,,True,星期六、星期日,
2017-11-19,,True,星期六、星期日,
2017-11-25,,True,星期六、星期日,
2017-11-26,,True,星期六、星期日,
2017-12-02,,True,星期六、星期日,
2017-12-03,,True,星期六、星期日,
2017-12-09,,True,星期六、星期日,
2017-12-10,,True,星期六、星期日,
2017-12-16,,True,星期六、星期日,
2017-12-17,,True,星期六、星期日,
2017-12-23,,True,星期六、星期日,
2017-12-24,,True,星期六、星期日,
2017-12-30,,True,星期六、星期日,
2017-12-31,,True,星期六、星期日,
2018-01-01,中華民國開國紀念日,True,放假之紀念日及節日,全國各機關學校放假一日
2018-01-06,,True,星期六、星期日,
2018-01-07,,True,星期六、星期日,
2018-01-13,,True,星期六、星期日,
2018-01-14,,True,星期六、星期日,
2018-01-20,,True,星期六、星期日,
2018-01-21,,True,星期六、星期日,
2018-01-27,,True,星期六、星期日,
2018-01-28,,True,星期六、星期日,
2018-02-03,,True,星期六、星期日,
2018-02-04,,True,星期六、星期日,
2018-02-10,,True,星期六、星期日,
2018-02-11,,True,星期六、星期日,
2018-02-15,農曆除夕,True,放假之紀念日及節日,全國各機關學校放假一日。
2018-02-16,春節,True,放假之紀念日及節日,全國各機關學校於二月十六日至二月十八日放假三日，其中春節初二、初三適逢星期六、日，分別於二月十九日及二月二十日各補假一日。
2018-02-17,春節,True,放假之紀念日及節日,全國各機關學校於二月十六日至二月十八日放假三日，其中春節初二、初三適逢星期六、日，分別於二月十九日及二月二十日各補假一日。
2018-02-18,春節,True,放假之紀念日及節日,全國各機關學校於二月十六日至二月十八日放假三日，其中春節初二、初三適逢星期六、日，分別於二月十九日及二月二十日各補假一日。
2018-02-19,,True,補假,
2018-02-20,,True,補假,
2018-02-24,,True,星期六、星期日,
2018-02-25,,True,星期六、星期日,
2018-02-28,和平紀念日,True,放假之紀念日及節日,全國各機關學校放假一日。
2018-03-03,,True,星期六、星期日,
2018-03-04,,True,星期六、星期日,
2018-03-10,,True,星期六、星期日,
2018-03-11,,True,星期六、星期日,
2018-03-17,,True,星期六、星期日,
2018-03-18,,True,星期六、星期日,
2018-03-24,,True,星期六、星期日,
2018-03-25,,True,星期六、星期日,
2018-03-31,,False,補行上班日,
2018-04-01,,True,星期六、星期日,
2018-04-04,兒童節,True,放假之紀念日及節日,全國各機關學校放假一日。
2018-04-05,民族掃墓節（清明節）,True,放假之紀念日及節日,全國各機關學校放假一日，適逢星期四，調整四月六日為放假日，並於三月三十一日補行上班一日。
2018-04-06,,True,調整放假日,
2018-04-07,,True,星期六、星期日,
2018-04-08,,True,星期六、星期日,
2018-04-14,,True,星期六、星期日,
2018-04-15,,True,星期六、星期日,
2018-04-21,,True,星期六、星期日,
2018-04-22,,True,星期六、星期日,
2018-04-28,,True,星期六、星期日,
2018-04-29,,True,星期六、星期日,
2018-05-05,,True,星期六、星期日,
2018-05-06,,True,星期六、星期日,
2018-05-12,,True,星期六、星期日,
2018-05-13,,True,星期六、星期日,
2018-05-19,,True,星期六、星期日,
2018-05-20,,True,星期六、星期日,
2018-05-26,,True,星期六、星期日,
2018-05-27,,True,星期六、星期日,
2018-06-02,,True,星期六、星期日,
2018-06-03,,True,星期六、星期日,
2018-06-09,,True,星期六、星期日,
2018-06-10,,True,星期六、星期日,
2018-06-16,,True,星期六、星期日,
2018-06-17,,True,星期六、星期日,
2018-06-18,端午節,True,放假之紀念日及節日,全國各機關學校放假一日。
2018-06-23,,True,星期六、星期日,
2018-06-24,,True,星期六、星期日,
2018-06-30,,True,星期六、星期日,
2018-07-01,,True,星期六、星期日,
2018-07-07,,True,星期六、星期日,
2018-07-08,,True,星期六、星期日,
2018-07-14,,True,星期六、星期日,
2018-07-15,,True,星期六、星期日,
2018-07-21,,True,星期六、星期日,
2018-07-22,,True,星期六、星期日,
2018-07-28,,True,星期六、星期日,
2018-07-29,,True,星期六、星期日,
2018-08-04,,True,星期六、星期日,
2018-08-05,,True,星期六、星期日,
2018-08-11,,True,星期六、星期日,
2018-08-12,,True,星期六、星期日,
2018-08-18,,True,星期六、星期日,
2018-08-19,,True,星期六、星期日,
2018-08-25,,True,星期六、星期日,
2018-08-26,,True,星期六、星期日,
2018-09-01,,True,星期六、星期日,
2018-09-02,,True,星期六、星期日,
2018-09-08,,True,星期六、星期日,
2018-09-09,,True,星期六、星期日,
2018-09-15,,True,星期六、星期日,
2018-09-16,,True,星期六、星期日,
2018-09-22,,True,星期六、星期日,
2018-09-23,,True,星期六、星期日,
2018-09-24,中秋節,True,放假之紀念日及節日,全國各機關學校放假一日。
2018-09-29,,True,星期六、星期日,
2018-09-30,,True,星期六、星期日,
2018-10-06,,True,星期六、星期日,
2018-10-07,,True,星期六、星期日,
2018-10-10,國慶日,True,放假之紀念日及節日,全國各機關學校放假一日。
2018-10-13,,True,星期六、星期日,
2018-10-14,,True,星期六、星期日,
2018-10-20,,True,星期六、星期日,
2018-10-21,,True,星期六、星期日,
2018-10-27,,True,星期六、星期日,
2018-10-28,,True,星期六、星期日,
2018-11-03,,True,星期六、星期日,
2018-11-04,,True,星期六、星期日,
2018-11-10,,True,星期六、星期日,
2018-11-11,,True,星期六、星期日,
2018-11-17,,True,星期六、星期日,
2018-11-18,,True,星期六、星期日,
2018-11-24,,True,星期六、星期日,
2018-11-25,,True,星期六、星期日,
2018-12-01,,True,星期六、星期日,
2018-12-02,,True,星期六、星期日,
2018-12-08,,True,星期六、星期日,
2018-12-09,,True,星期六、星期日,
2018-12-15,,True,星期六、星期日,
2018-12-16,,True,星期六、星期日,
2018-12-22,,False,補行上班日,
2018-12-23,,True,星期六、星期日,
2018-12-29,,True,星期六、星期日,
2018-12-30,,True,星期六、星期日,
2018-12-31,,True,調整放假日,
2019-01-01,中華民國開國紀念日,True,放假之紀念日及節日,全國各機關學校放假一日。
2019-01-05,,True,星期六、星期日,
2019-01-06,,True,星期六、星期日,
2019-01-12,,True,星期六、星期日,
2019-01-13,,True,星期六、星期日,
2019-01-19,,False,補行上班日,
2019-01-20,,True,星期六、星期日,
2019-01-26,,True,星期六、星期日,
2019-01-27,,True,星期六、星期日,
2019-02-02,,True,星期六、星期日,
2019-02-03,,True,星期六、星期日,
2019-02-04,農曆除夕,True,放假之紀念日及節日,全國各機關學校放假一日。
2019-02-05,春節,True,放假之紀念日及節日,全國各機關學校於二月五日至二月七日放假三日，其中二月七日適逢星期四，調整二月八日為放假日，並於一月十九日補行上班一日。
2019-02-06,春節,True,放假之紀念日及節日,全國各機關學校於二月五日至二月七日放假三日，其中二月七日適逢星期四，調整二月八日為放假日，並於一月十九日補行上班一日。
2019-02-07,春節,True,放假之紀念日及節日,全國各機關學校於二月五日至二月七日放假三日，其中二月七日適逢星期四，調整二月八日為放假日，並於一月十九日補行上班一日。
2019-02-08,,True,調整放假日,
2019-02-09,,True,星期六、星期日,
2019-02-10,,True,星期六、星期日,
2019-02-16,,True,星期六、星期日,
2019-02-17,,True,星期六、星期日,
2019-02-23,,False,補行上班日,
2019-02-24,,True,星期六、星期日,
2019-02-28,和平紀念日,True,放假之紀念日及節日,全國各機關學校放假一日，適逢星期四，調整三月一日為放假日，並於二月二十三日補行上班一日。
2019-03-01,,True,調整放假日,
2019-03-02,,True,星期六、星期日,
2019-03-03,,True,星期六、星期日,
2019-03-09,,True,星期六、星期日,
2019-03-10,,True,星期六、星期日,
2019-03-16,,True,星期六、星期日,
